dataset;date;Индикатор бизнес-климата ЦБ (промышленность), пункты, Россия
62291;31.01.2002;-0.0321376505404771
62291;28.02.2002;4.75529397976146
62291;31.03.2002;10.8021777229396
62291;30.04.2002;8.97622829417656
62291;31.05.2002;6.11239896542281
62291;30.06.2002;11.830618029082
62291;31.07.2002;16.7811297896461
62291;31.08.2002;15.8435698563956
62291;30.09.2002;10.8426018780674
62291;31.10.2002;11.8926353011217
62291;30.11.2002;3.26335317445913
62291;31.12.2002;8.55167031826426
62291;31.01.2003;3.44065992608157
62291;28.02.2003;9.73505101596626
62291;31.03.2003;13.9277855171033
62291;30.04.2003;9.8868039029299
62291;31.05.2003;8.45256113387649
62291;30.06.2003;15.3537472806117
62291;31.07.2003;18.5849383060244
62291;31.08.2003;13.8650896158207
62291;30.09.2003;15.2420710285555
62291;31.10.2003;13.0364113321516
62291;30.11.2003;2.98022314635804
62291;31.12.2003;9.63323164072406
62291;31.01.2004;5.87188860034496
62291;29.02.2004;13.2357363900252
62291;31.03.2004;18.9002369957302
62291;30.04.2004;11.5198298359229
62291;31.05.2004;12.3047746362735
62291;30.06.2004;18.4592494897785
62291;31.07.2004;17.0028854202597
62291;31.08.2004;14.3284973423638
62291;30.09.2004;13.2573076100838
62291;31.10.2004;7.89479668954138
62291;30.11.2004;4.28130720775647
62291;31.12.2004;8.62989970048912
62291;31.01.2005;3.07652386332674
62291;28.02.2005;12.9628654486817
62291;31.03.2005;19.0463478388832
62291;30.04.2005;9.29643465283564
62291;31.05.2005;11.795653792839
62291;30.06.2005;14.0758727785587
62291;31.07.2005;14.5539543946528
62291;31.08.2005;16.0970657168766
62291;30.09.2005;11.1459140449551
62291;31.10.2005;8.44851192830359
62291;30.11.2005;2.89771484118876
62291;31.12.2005;7.66619905815969
62291;31.01.2006;3.65372338296723
62291;28.02.2006;15.2187070223018
62291;31.03.2006;19.7385525905635
62291;30.04.2006;12.5201054812636
62291;31.05.2006;15.8242816792389
62291;30.06.2006;17.5100731048026
62291;31.07.2006;18.4058425812046
62291;31.08.2006;17.6341374615591
62291;30.09.2006;11.9825929210601
62291;31.10.2006;10.8185416549177
62291;30.11.2006;6.28289366337196
62291;31.12.2006;11.0610211723757
62291;31.01.2007;7.76003204003732
62291;28.02.2007;16.5749329190492
62291;31.03.2007;20.4660406436476
62291;30.04.2007;15.8931784286136
62291;31.05.2007;17.687735664399
62291;30.06.2007;19.9103935219039
62291;31.07.2007;20.7325461697529
62291;31.08.2007;18.4544210394685
62291;30.09.2007;12.8133357820523
62291;31.10.2007;14.924676123884
62291;30.11.2007;9.31853351036619
62291;31.12.2007;13.8873123223301
62291;31.01.2008;9.56247736375047
62291;29.02.2008;21.3134210314079
62291;31.03.2008;20.7614914112623
62291;30.04.2008;18.8507644137746
62291;31.05.2008;16.7793187356606
62291;30.06.2008;19.1834860064693
62291;31.07.2008;21.9833309320643
62291;31.08.2008;16.3586068930533
62291;30.09.2008;13.3753832540773
62291;31.10.2008;-7.01903240195904
62291;30.11.2008;-24.3951712404527
62291;31.12.2008;-17.6296667260168
62291;31.01.2009;-19.8029870363126
62291;28.02.2009;-7.85771436872298
62291;31.03.2009;-2.40906180292683
62291;30.04.2009;-5.21920615150484
62291;31.05.2009;-2.12427707303837
62291;30.06.2009;2.44393579719011
62291;31.07.2009;3.53926128431084
62291;31.08.2009;2.10894432112795
62291;30.09.2009;4.68174751984526
62291;31.10.2009;1.51041624957523
62291;30.11.2009;-5.74562851116818
62291;31.12.2009;1.98492203304392
62291;31.01.2010;-0.67944027744872
62291;28.02.2010;11.5624659385276
62291;31.03.2010;17.0754270150485
62291;30.04.2010;9.82074975843466
62291;31.05.2010;11.4538104806748
62291;30.06.2010;14.351165726088
62291;31.07.2010;13.6275680013701
62291;31.08.2010;10.9419001694786
62291;30.09.2010;11.2528095697159
62291;31.10.2010;6.9357277295226
62291;30.11.2010;1.59072118725146
62291;31.12.2010;6.40904378642477
62291;31.01.2011;1.63076308325574
62291;28.02.2011;14.9243012688942
62291;31.03.2011;20.1322357452261
62291;30.04.2011;10.9055271948399
62291;31.05.2011;13.329351997867
62291;30.06.2011;13.8360711919206
62291;31.07.2011;13.3422422132612
62291;31.08.2011;14.8064479522338
62291;30.09.2011;9.67996794019137
62291;31.10.2011;6.15885749596973
62291;30.11.2011;1.43376545303533
62291;31.12.2011;4.52682653470279
62291;31.01.2012;-0.490615741265515
62291;29.02.2012;16.0594298254215
62291;31.03.2012;17.6420566215392
62291;30.04.2012;11.3637516522026
62291;31.05.2012;10.811585333649
62291;30.06.2012;11.1253661319888
62291;31.07.2012;14.1716086935997
62291;31.08.2012;12.8413896596384
62291;30.09.2012;8.32609408279518
62291;31.10.2012;8.8445384621925
62291;30.11.2012;2.1873643436596
62291;31.12.2012;5.12938265333952
62291;31.01.2013;1.20831360143865
62291;28.02.2013;13.4104889080915
62291;31.03.2013;14.1949523655147
62291;30.04.2013;10.6878074968979
62291;31.05.2013;9.6295798401425
62291;30.06.2013;11.0833992248099
62291;31.07.2013;11.8650314560338
62291;31.08.2013;8.6010631492579
62291;30.09.2013;4.88978260970057
62291;31.10.2013;4.35156830541987
62291;30.11.2013;-3.03982351481949
62291;31.12.2013;2.97104757807438
62291;31.01.2014;-2.49363888560868
62291;28.02.2014;8.81641575668547
62291;31.03.2014;10.775629874422
62291;30.04.2014;7.46384124867762
62291;31.05.2014;5.37333781070734
62291;30.06.2014;8.68489670262713
62291;31.07.2014;12.2475514425581
62291;31.08.2014;4.59569861093595
62291;30.09.2014;6.48503430630802
62291;31.10.2014;3.50855240240597
62291;30.11.2014;-5.818264438158
62291;31.12.2014;-2.1570070653122
62291;31.01.2015;-8.73467092416067
62291;28.02.2015;2.57227603997615
62291;31.03.2015;6.96349276892443
62291;30.04.2015;4.78593484548762
62291;31.05.2015;3.18704135430957
62291;30.06.2015;5.40050446455982
62291;31.07.2015;5.27422704384489
62291;31.08.2015;1.82372696591159
62291;30.09.2015;1.19039052135784
62291;31.10.2015;1.31549730391987
62291;30.11.2015;-6.25354106717629
62291;31.12.2015;-5.77513059184923
62291;31.01.2016;-8.49107595880284
62291;29.02.2016;6.79879422743664
62291;31.03.2016;7.5143130509428
62291;30.04.2016;3.83673218346399
62291;31.05.2016;4.5076363062453
62291;30.06.2016;6.21997617674882
62291;31.07.2016;7.89190726620328
62291;31.08.2016;8.12163641400352
62291;30.09.2016;5.79195349569608
62291;31.10.2016;3.73532519723008
62291;30.11.2016;-1.21745032449672
62291;31.12.2016;2.00944150674573
62291;31.01.2017;-1.97530809595074
62291;28.02.2017;5.12346963628431
62291;31.03.2017;10.7040736825985
62291;30.04.2017;2.94772533958721
62291;31.05.2017;7.27583410742997
62291;30.06.2017;7.49324002130319
62291;31.07.2017;8.58765661804514
62291;31.08.2017;9.21557961100595
62291;30.09.2017;6.20437035151883
62291;31.10.2017;5.83134333480353
62291;30.11.2017;0.0459929156443195
62291;31.12.2017;2.86673798162221
62291;31.01.2018;-1.05497724500148
62291;28.02.2018;7.45207654436607
62291;31.03.2018;11.4813004892192
62291;30.04.2018;7.2264173130246
62291;31.05.2018;7.66114376336276
62291;30.06.2018;6.48461505630323
62291;31.07.2018;8.04015924150889
62291;31.08.2018;7.53365182438299
62291;30.09.2018;2.64276355433671
62291;31.10.2018;5.7572860677181
62291;30.11.2018;-2.43033510171966
62291;31.12.2018;1.80448769082497
62291;31.01.2019;-1.68240564912324
62291;28.02.2019;6.5205032626022
62291;31.03.2019;10.0599350240989
62291;30.04.2019;7.1767369483203
62291;31.05.2019;6.1669895890239
62291;30.06.2019;6.86919828650613
62291;31.07.2019;9.26199053821114
62291;31.08.2019;6.99664838406849
62291;30.09.2019;4.05982079189923
62291;31.10.2019;3.80080416463292
62291;30.11.2019;-2.55090776874886
62291;31.12.2019;1.84966575180849
62291;31.01.2020;-2.00234320578494
62291;29.02.2020;3.90366680104958
62291;31.03.2020;-11.7029804207936
62291;30.04.2020;-17.6806116100938
62291;31.05.2020;-6.585690040315
62291;30.06.2020;3.81396983671573
62291;31.07.2020;5.9931576465824
62291;31.08.2020;3.72055287380491
62291;30.09.2020;1.22256157856813
62291;31.10.2020;-1.11870060710297
62291;30.11.2020;-7.29420377067919
62291;31.12.2020;0.409642932951698
62291;31.01.2021;-3.10778430341978
62291;28.02.2021;8.30367057929035
62291;31.03.2021;13.2280813418034
62291;30.04.2021;8.43123940284343
62291;31.05.2021;8.9851315914581
62291;30.06.2021;9.21024776014571
62291;31.07.2021;10.0241767591589
62291;31.08.2021;8.84564462306514
62291;30.09.2021;6.42752600891731
62291;31.10.2021;4.08060263674301
62291;30.11.2021;-0.36320089688391
62291;31.12.2021;2.74669353359261
62291;31.01.2022;2.54518462759674
62291;28.02.2022;-2.08094139077105
62291;31.03.2022;2.43731851482053
62291;30.04.2022;0.797435609794832
62291;31.05.2022;1.4326011554156
62291;30.06.2022;7.18271719483189
62291;31.07.2022;9.04828642315994
62291;31.08.2022;9.78973338359333
62291;30.09.2022;3.24639958365819
62291;31.10.2022;2.02383963945803
62291;30.11.2022;-0.930250158407517
62291;31.12.2022;1.78053680586709
62291;31.01.2023;1.90232997671532
62291;28.02.2023;10.6674980485116
62291;31.03.2023;14.2534103534567
62291;30.04.2023;9.40569841139117
62291;31.05.2023;12.9579228407954
62291;30.06.2023;12.629544688653
62291;31.07.2023;11.5255368383705
62291;31.08.2023;12.2684485136038
62291;30.09.2023;8.08575894542633
62291;31.10.2023;5.78869847772756
62291;30.11.2023;0.775447531728219
62291;31.12.2023;3.00476952740161
62291;31.01.2024;1.98929409421612
62291;29.02.2024;14.5622864056741
62291;31.03.2024;16.5083544151939
62291;30.04.2024;12.5450026761627
